drug_name,ind_name,rating
Capecitabine,Malignant neoplasm of stomach,1
Capecitabine,Carcinoma breast stage IV,1
Quinacrine,Giardiasis,1
Sertraline,Premenstrual Dysphoric Disorder,1
Sertraline,Depressive disorder,1
Sertraline,"Phobia, Social",1
Sertraline,Obsessive-Compulsive Disorder,1
Sertraline,Panic Disorder,1
Sertraline,Post-Traumatic Stress Disorder,1
Sibutramine,Obesity,1
Levocabastine,Allergic Conjunctivitis,1
Methyprylon,Sleeplessness,1
Trilostane,Adrenal Gland Hyperfunction,1
Heparin,Deep Vein Thrombosis,1
Heparin,Non-Q wave myocardial infarction,1
Heparin,Disseminated Intravascular Coagulation,1
Heparin,Peripheral arterial embolism,1
Miconazole,Diaper Rash,1
Miconazole,Tinea Pedis,1
Miconazole,"Candidiasis, Vulvovaginal",1
Miconazole,Tinea Versicolor,1
Miconazole,Tinea corporis (disorder),1
Miconazole,Tinea cruris,1
Miconazole,Cutaneous Candidiasis,1
Miconazole,Oropharyngeal candidiasis,1
Miconazole,Onychomycosis,1
Colistimethate,Infection caused by Enterobacter,1
Colistimethate,Pseudomonas aeruginosa infection,1
Colistimethate,Klebsiella Infections,1
Cefuroxime,Klebsiella cystitis,1
Cefuroxime,Acute maxillary sinusitis,1
Cefuroxime,Haemophilus influenzae pneumonia,1
Cefuroxime,Staphylococcal bacteraemia,1
Cefuroxime,Haemophilus sepsis,1
Cefuroxime,GONOCOCCAL INFECTION DISSEMINATED,1
Cefuroxime,Gonorrhea of rectum,1
Cefuroxime,Escherichia coli Infections,1
Cefuroxime,Staphylococcus aureus infection,1
Cefuroxime,Streptococcus pyogenes infection,1
Cefuroxime,Bacterial sepsis,1
Cefuroxime,Acute otitis media,1
Cefuroxime,Streptococcal tonsillitis,1
Cefuroxime,Lower respiratory tract infection,1
Cefuroxime,Impetigo,1
Cefuroxime,Escherichia coli septicemia,1
Cefuroxime,Infective otitis media,1
Cefuroxime,Osteomyelitis due to Staphylococcus aureus,1
Cefuroxime,"Pneumonia, Bacterial",1
Cefuroxime,Infection of bone,1
Cefuroxime,Gonorrhea,1
Cefuroxime,Bacterial infection due to Klebsiella pneumoniae,1
Cefuroxime,Lyme Disease,1
Cefuroxime,Staphylococcal Pneumonia,1
Cefuroxime,Enterobacteriaceae Infections,1
Cefuroxime,Escherichia coli urinary tract infection,1
Cefuroxime,Acute gonococcal endometritis,1
Cefuroxime,Acute gonococcal cervicitis,1
Cefuroxime,"Meningitis, Bacterial",1
Cefuroxime,Gonorrhea of pharynx,1
Cefuroxime,Rhinoscleroma,1
Cefuroxime,Pneumonia due to Escherichia coli,1
Cefuroxime,Acute gonococcal urethritis,1
Cefuroxime,Streptococcal sepsis,1
Cefuroxime,Arthropathy associated with infection,1
Cefuroxime,Infection of skin AND/OR subcutaneous tissue,1
Cefuroxime,Staphylococcal meningitis,1
Cefuroxime,Streptococcal meningitis,1
Cefuroxime,Acute exacerbation of chronic bronchitis,1
Papaverine,Peripheral Vascular Diseases,1
Papaverine,Cerebral Ischemia,1
Chlorphenamine,Urticaria,1
Chlorphenamine,Symptomatic dermographism,1
Chlorphenamine,Nasal congestion (finding),1
Chlorphenamine,"Rhinitis, Vasomotor",1
Chlorphenamine,Influenza-like symptoms,1
Chlorphenamine,Rhinorrhea,1
Chlorphenamine,Allergic Conjunctivitis,1
Chlorphenamine,Sneezing,1
Chlorphenamine,Hay fever,1
Chlorphenamine,Allergic rhinitis (disorder),1
Chlorphenamine,Common Cold,1
Chlorphenamine,Pruritus,1
Nifedipine,"Angina Pectoris, Variant",1
Nifedipine,Hypertensive disease,1
Nifedipine,Angina Pectoris,1
Trimethaphan,Hypertensive emergency,1
Trimethaphan,Pulmonary Edema,1
Atovaquone,"Malaria, Falciparum",1
Amiodarone,Ventricular Fibrillation,1
Diazoxide,Hyperinsulinism,1
Diazoxide,insulinoma,1
Diazoxide,Nesidioblastosis,1
Diazoxide,Hypertensive urgency,1
Diazoxide,Hypertensive emergency,1
Gliclazide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Phenacemide,Epilepsy,1
Phenacemide,Epilepsy characterized by intractable complex partial seizures,1
Ambenonium,Myasthenia Gravis,1
Tolbutamide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Dutasteride,Prostatic Hypertrophy,1
Econazole,Cutaneous Candidiasis,1
Econazole,Tinea Pedis,1
Econazole,Tinea Versicolor,1
Econazole,Tinea cruris,1
Econazole,Tinea corporis (disorder),1
Bicalutamide,Metastatic Prostate Carcinoma,1
Rabeprazole,Multiple Endocrine Neoplasia,1
Rabeprazole,Zollinger-Ellison syndrome,1
Rabeprazole,"Mastocytosis, Systemic",1
Rabeprazole,Gastroesophageal reflux disease,1
Rabeprazole,Duodenal Ulcer,1
Rabeprazole,Peptic Ulcer,1
Prednicarbate,"Dermatitis, Atopic",1
Prednicarbate,Pruritus of genital organs,1
Prednicarbate,Pruritus Ani,1
Prednicarbate,"Lupus Erythematosus, Discoid",1
Prednicarbate,Lichen Simplex Chronicus,1
Prednicarbate,"Lymphoma, T-Cell, Cutaneous",1
Prednicarbate,Contact Dermatitis,1
Prednicarbate,Granuloma Annulare,1
Prednicarbate,Exanthema,1
Prednicarbate,Scalp psoriasis,1
Prednicarbate,Seborrheic dermatitis,1
Prednicarbate,Chronic small plaque psoriasis,1
Proguanil,"Malaria, Falciparum",1
Pioglitazone,"Diabetes Mellitus, Non-Insulin-Dependent",1
Tiludronate,Osteitis Deformans,1
Carvedilol,Chronic heart failure,1
Carvedilol,Hypertensive disease,1
Levofloxacin,Acute Moraxella catarrhalis bronchitis,1
Levofloxacin,Staphylococcus aureus infection,1
Levofloxacin,Escherichia coli urinary tract infection,1
Levofloxacin,Bacterial infection due to Klebsiella pneumoniae,1
Levofloxacin,Haemophilus parainfluenzae pneumonia,1
Levofloxacin,Streptococcus pyogenes infection,1
Levofloxacin,Acute maxillary sinusitis,1
Levofloxacin,Chlamydial pneumonia,1
Levofloxacin,URINARY TRACT INFECTION ENTEROCOCCUS,1
Levofloxacin,Streptococcal pneumonia,1
Levofloxacin,Klebsiella cystitis,1
Levofloxacin,Legionella pneumophila pneumonia,1
Levofloxacin,PYELONEPHRITIS E COLI,1
Levofloxacin,Anthrax disease,1
Levofloxacin,Acute exacerbation of chronic bronchitis,1
Levofloxacin,Pyelonephritis,1
Levofloxacin,"Pneumonia, Bacterial",1
Levofloxacin,Bacterial conjunctivitis,1
Levofloxacin,Mycoplasma pneumonia,1
Levofloxacin,Infection of skin AND/OR subcutaneous tissue,1
Levofloxacin,Bacterial urinary infection,1
Levofloxacin,Staphylococcal Pneumonia,1
Levofloxacin,Proteus urinary tract infection,1
Levofloxacin,Haemophilus influenzae pneumonia,1
Levofloxacin,Moraxella catarrhalis pneumonia,1
Sulfinpyrazone,Hyperuricemia,1
Sulfinpyrazone,Chronic gouty arthritis,1
Cefapirin,Staphylococcal endocarditis,1
Cefapirin,Staphylococcal bacteraemia,1
Cefapirin,Streptococcus pyogenes infection,1
Cefapirin,Streptococcal endocarditis,1
Cefapirin,Pneumonia,1
Cefapirin,Staphylococcal Pneumonia,1
Cefapirin,Proteus urinary tract infection,1
Cefapirin,Urinary tract infection,1
Cefapirin,Staphylococcus aureus infection,1
Cefapirin,Bacterial sepsis,1
Cefapirin,Escherichia coli Infections,1
Cefapirin,Escherichia coli septicemia,1
Cefapirin,Arthropathy associated with infection,1
Cefapirin,Infection of skin AND/OR subcutaneous tissue,1
Cefapirin,Bacterial infection due to Klebsiella pneumoniae,1
Cefapirin,Streptococcal sepsis,1
Cefapirin,Klebsiella cystitis,1
Cefapirin,Haemophilus influenzae pneumonia,1
Cefapirin,Rhinoscleroma,1
Cefapirin,Infection of bone,1
Cefapirin,Osteomyelitis due to Staphylococcus aureus,1
Cefapirin,Lower respiratory tract infection,1
Cefapirin,Escherichia coli urinary tract infection,1
Cefadroxil,Urinary tract infection,1
Cefadroxil,Streptococcus pyogenes infection,1
Cefadroxil,Proteus urinary tract infection,1
Cefadroxil,Klebsiella cystitis,1
Cefadroxil,Escherichia coli urinary tract infection,1
Cefadroxil,Infection of skin AND/OR subcutaneous tissue,1
Cefadroxil,Tonsillitis,1
Cefadroxil,Streptococcal tonsillitis,1
Cefadroxil,Staphylococcus aureus infection,1
Micafungin,Candidemia,1
Micafungin,Systemic candidiasis,1
Micafungin,Septicemia candida,1
Micafungin,Candidiasis of the esophagus,1
Micafungin,candidal peritonitis,1
Doxepin,"Depression, Bipolar",1
Doxepin,Severe major depression with psychotic features,1
Doxepin,Anxiety,1
Doxepin,Depressive disorder,1
Doxepin,Sleeplessness,1
Doxepin,Pruritus,1
Doxepin,Lichen Simplex Chronicus,1
Diclofenamide,"Glaucoma, Open-Angle",1
Diclofenamide,Angle Closure Glaucoma,1
Diclofenamide,Secondary glaucoma,1
Diphenylpyraline,Nasal congestion (finding),1
Diphenylpyraline,"Rhinitis, Vasomotor",1
Diphenylpyraline,Allergic Conjunctivitis,1
Diphenylpyraline,Allergic rhinitis (disorder),1
Diphenylpyraline,Urticaria,1
Diphenylpyraline,Pruritus,1
Diphenylpyraline,Symptomatic dermographism,1
Diphenylpyraline,Sneezing,1
Diphenylpyraline,Rhinorrhea,1
Cloxacillin,Staphylococcal meningitis,1
Cloxacillin,Staphylococcal Pneumonia,1
Cloxacillin,Pharyngitis,1
Cloxacillin,Infection of skin AND/OR subcutaneous tissue,1
Cloxacillin,Staphylococcal bacteraemia,1
Cloxacillin,Lower respiratory tract infection,1
Cloxacillin,Staphylococcus aureus infection,1
Cloxacillin,Sinusitis,1
Flavoxate,Urgency of micturition,1
Flavoxate,Nocturia,1
Flavoxate,Urinary Incontinence,1
Flavoxate,Suprapubic pain,1
Flavoxate,Increased frequency of micturition,1
Flavoxate,Dysuria,1
Nefazodone,Major Depressive Disorder,1
Cefprozil,Acute otitis media,1
Cefprozil,Upper Respiratory Infections,1
Cefprozil,Acute bacterial sinusitis,1
Cefprozil,Streptococcus pyogenes infection,1
Cefprozil,Acute exacerbation of chronic bronchitis,1
Cefprozil,Streptococcal tonsillitis,1
Cefprozil,Infective otitis media,1
Cefprozil,Acute Moraxella catarrhalis bronchitis,1
Cefprozil,Infection of skin AND/OR subcutaneous tissue,1
Cefprozil,Staphylococcus aureus infection,1
Cefprozil,Tonsillitis,1
Cefprozil,Bronchitis,1
Desipramine,Depressive disorder,1
Sertaconazole,Tinea Pedis,1
Gemifloxacin,Pneumonia due to Klebsiella pneumoniae,1
Gemifloxacin,Acute bacterial bronchitis,1
Gemifloxacin,Mycoplasma pneumonia,1
Gemifloxacin,"Pneumonia, Bacterial",1
Gemifloxacin,Moraxella catarrhalis pneumonia,1
Gemifloxacin,Haemophilus influenzae pneumonia,1
Gemifloxacin,Chlamydial pneumonia,1
Gemifloxacin,Acute exacerbation of chronic bronchitis,1
Gemifloxacin,Streptococcal pneumonia,1
Bupropion,Nicotine Dependence,1
Bupropion,Depressive disorder,1
Bupropion,Major Depressive Disorder,1
Bupropion,Seasonal Affective Disorder,1
Bupropion,Obesity,1
Bretylium,Ventricular Fibrillation,1
Bretylium,Ventricular arrhythmia,1
Dinoprost Tromethamine,Unspecified Abortion,1
Dinoprost Tromethamine,"Hydatidiform mole, benign",1
Dinoprost Tromethamine,Incomplete spontaneous abortion,1
Terazosin,Prostatic Hypertrophy,1
Terazosin,Hypertensive disease,1
Calcium Chloride,Hypokalemia,1
Calcium Chloride,Hypermagnesemia,1
Calcium Chloride,Disorder of electrolytes,1
Calcium Chloride,Cardiac Arrest,1
Calcium Chloride,Hypocalcemic tetany,1
Calcium Chloride,Hypocalcemia,1
Calcium Chloride,Hyperkalemia,1
Ofloxacin,Pyelonephritis,1
Ofloxacin,URINARY TRACT INFECTION CITROBACTER,1
Ofloxacin,Anthrax disease,1
Ofloxacin,Typhoid Fever,1
Ofloxacin,Proteus pneumonia,1
Ofloxacin,Escherichia coli urinary tract infection,1
Ofloxacin,Infective otitis externa,1
Ofloxacin,Escherichia coli septicemia,1
Ofloxacin,Shigella Infections,1
Ofloxacin,Chronic tubotympanic suppurative otitis media,1
Ofloxacin,Gonorrhea,1
Ofloxacin,Infective cystitis,1
Ofloxacin,Streptococcus pyogenes infection,1
Ofloxacin,URINARY TRACT INFECTION ENTEROCOCCUS,1
Ofloxacin,Haemophilus influenzae pneumonia,1
Ofloxacin,Proteus urinary tract infection,1
Ofloxacin,Staphylococcal Pneumonia,1
Ofloxacin,Pneumonia due to Pseudomonas,1
Ofloxacin,Bacterial urinary infection,1
Ofloxacin,non-gonococcal urethritis (NGU),1
Ofloxacin,Escherichia coli Infections,1
Ofloxacin,Arthropathy associated with infection,1
Ofloxacin,Chlamydial pneumonia,1
Ofloxacin,Klebsiella cystitis,1
Ofloxacin,Chancroids,1
Ofloxacin,Enterobacter pneumonia,1
Ofloxacin,Infection of bone,1
Ofloxacin,Chlamydial cervicitis,1
Ofloxacin,Acute maxillary sinusitis,1
Ofloxacin,Pneumonia due to Escherichia coli,1
Ofloxacin,Gonorrhea of rectum,1
Ofloxacin,Female genital tract infection,1
Ofloxacin,Acute gonococcal urethritis,1
Ofloxacin,Enteric campylobacteriosis,1
Ofloxacin,Staphylococcus aureus infection,1
Ofloxacin,Acute gonococcal cervicitis,1
Ofloxacin,Otitis Externa,1
Ofloxacin,Haemophilus parainfluenzae pneumonia,1
Ofloxacin,Acute exacerbation of chronic bronchitis,1
Ofloxacin,Rhinoscleroma,1
Ofloxacin,Acute gonococcal endometritis,1
Ofloxacin,Bacterial infection due to Klebsiella pneumoniae,1
Ofloxacin,"Pneumonia, Bacterial",1
Ofloxacin,Chronic Bacterial Prostatitis,1
Ofloxacin,Enterobacteriaceae Infections,1
Ofloxacin,Chlamydial pelvic inflammatory disease,1
Ofloxacin,Cystitis,1
Ofloxacin,Postoperative infection,1
Ofloxacin,Malignant otitis externa due to Pseudomonas aeruginosa,1
Ofloxacin,Urinary tract infection,1
Ofloxacin,Pneumonia,1
Ofloxacin,prostatitis,1
Ofloxacin,Acute Moraxella catarrhalis bronchitis,1
Ofloxacin,Streptococcal pneumonia,1
Ofloxacin,Intraabdominal Infections,1
Ofloxacin,Lower respiratory tract infection,1
Ofloxacin,Bronchitis,1
Ofloxacin,Traveler's diarrhea,1
Ofloxacin,Mycoplasma pneumonia,1
Ofloxacin,Legionella pneumophila pneumonia,1
Ofloxacin,Acute bacterial sinusitis,1
Ofloxacin,Moraxella catarrhalis pneumonia,1
Ofloxacin,Chlamydial urethritis,1
Ofloxacin,Acute osteomyelitis,1
Ofloxacin,PYELONEPHRITIS E COLI,1
Ofloxacin,Infection of skin AND/OR subcutaneous tissue,1
Ofloxacin,Nosocomial pneumonia,1
Ofloxacin,Cystitis escherichia,1
Ofloxacin,Bacterial conjunctivitis,1
Ofloxacin,Abdominal Abscess,1
Cilostazol,Intermittent Claudication,1
Itraconazole,Candidemia,1
Itraconazole,Onychomycosis of fingernails,1
Itraconazole,Systemic candidiasis,1
Itraconazole,Candidiasis of the esophagus,1
Itraconazole,Onychomycosis of toenails,1
Itraconazole,Fusariosis,1
Itraconazole,Aspergillosis,1
Itraconazole,Oropharyngeal candidiasis,1
Itraconazole,Invasive Pulmonary Aspergillosis,1
Itraconazole,Blastomycosis,1
Itraconazole,Histoplasmosis,1
Procarbazine,Hodgkin Disease,1
Arsenic trioxide,Acute myelomonocytic leukemia,1
Arsenic trioxide,Acute Promyelocytic Leukemia,1
Guanethidine,Hypertensive disease,1
Moclobemide,Depressive disorder,1
Kanamycin,Infection of bone,1
Kanamycin,Infection of skin AND/OR subcutaneous tissue,1
Kanamycin,"Pneumonia, Bacterial",1
Kanamycin,Meningitis,1
Kanamycin,Urinary tract infection,1
Kanamycin,Intraabdominal Infections,1
Kanamycin,Arthropathy associated with infection,1
Kanamycin,Bacterial sepsis,1
Kanamycin,Cholangitis,1
Orphenadrine,Muscle Spasticity,1
Orphenadrine,Parkinsonian Disorders,1
Phenobarbital,Simple Partial Seizures,1
Phenobarbital,Bipolar disorder in remission,1
Phenobarbital,Vascular Headaches,1
Phenobarbital,Lennox-Gastaut syndrome,1
Phenobarbital,Epilepsy,1
Phenobarbital,Tonic - clonic seizures,1
Phenobarbital,Cluster Headache,1
Phenobarbital,Migraine Disorders,1
Phenobarbital,Tonic-Clonic Epilepsy,1
Phenobarbital,Epilepsy characterized by intractable complex partial seizures,1
Escitalopram,Major Depressive Disorder,1
Escitalopram,Generalized Anxiety Disorder,1
Cyclizine,Coughing,1
Cyclizine,Hay fever,1
Cyclizine,Motion Sickness,1
Cyclizine,Rhinorrhea,1
Cyclizine,Allergic rhinitis (disorder),1
Cyclizine,Nasal congestion (finding),1
Cyclizine,"Rhinitis, Vasomotor",1
Cyclizine,Allergic Conjunctivitis,1
Cyclizine,Common Cold,1
Cyclizine,Sneezing,1
Idarubicin,"Leukemia, Myelocytic, Acute",1
Idarubicin,Acute Promyelocytic Leukemia,1
Chlormezanone,Anxiety,1
Podofilox,Condylomata Acuminata,1
Ifosfamide,Testicular Germ Cell Tumor,1
Propafenone,Paroxysmal atrial fibrillation,1
Propafenone,Paroxysmal atrial flutter,1
Propafenone,Paroxysmal supraventricular tachycardia,1
Naloxone,Poisoning by opiate analgesic drug,1
Naloxone,Opiate Addiction,1
Naloxone,Pain,1
Naloxone,Drug-induced constipation,1
Domperidone,Nausea and vomiting,1
Fluoxymesterone,Noonan Syndrome,1
Fluoxymesterone,Hormone receptor positive malignant neoplasm of breast,1
Fluoxymesterone,Testicular hypogonadism,1
Fluoxymesterone,Cryptorchidism,1
Fluoxymesterone,Klinefelter Syndrome,1
Fluoxymesterone,Deficiency of testosterone biosynthesis,1
Fluoxymesterone,Delayed Puberty,1
Fluoxymesterone,Generalized Myotonia of Thomsen,1
Pergolide,Parkinsonian Disorders,1
Ciclopirox,Scurfiness of scalp,1
Ciclopirox,Tinea corporis (disorder),1
Ciclopirox,Onychomycosis,1
Ciclopirox,Tinea cruris,1
Ciclopirox,Tinea Versicolor,1
Ciclopirox,Tinea Pedis,1
Ciclopirox,Seborrheic dermatitis,1
Ciclopirox,Cutaneous Candidiasis,1
Clindamycin,Streptococcal pneumonia,1
Clindamycin,Streptococcal sepsis,1
Clindamycin,Bacterial sepsis,1
Clindamycin,Osteomyelitis due to Staphylococcus aureus,1
Clindamycin,Infection of skin AND/OR subcutaneous tissue,1
Clindamycin,Staphylococcal bacteraemia,1
Clindamycin,Gas gangrene caused by clostridium perfringens,1
Clindamycin,Arthropathy associated with infection,1
Clindamycin,Aspiration Pneumonia,1
Clindamycin,Intraabdominal Infections,1
Clindamycin,Staphylococcal Pneumonia,1
Clindamycin,Pelvic Inflammatory Disease,1
Clindamycin,Streptococcus pyogenes infection,1
Clindamycin,Staphylococcus aureus infection,1
Clindamycin,Septicemia due to anaerobes,1
Clindamycin,Infection of bone,1
Clindamycin,"Empyema, Pleural",1
Clindamycin,Acne Vulgaris,1
Clindamycin,Bacterial Vaginosis,1
Dexfenfluramine,Obesity,1
Oxymorphone,Pain,1
Oxymorphone,Chronic pain,1
Oxymorphone,Severe pain,1
Oxymorphone,Labor Pain,1
Acebutolol,Hypertensive disease,1
Acebutolol,Premature ventricular contractions,1
Brinzolamide,Ocular Hypertension,1
Brinzolamide,"Glaucoma, Open-Angle",1
Flecainide,Paroxysmal atrial flutter,1
Flecainide,Paroxysmal atrial fibrillation,1
Estramustine,Prostatic Neoplasms,1
Captopril,Chronic heart failure,1
Captopril,Hypertensive disease,1
Captopril,Diabetic Nephropathy,1
Zopiclone,Sleeplessness,1
Bromocriptine,"Parkinson Disease, Postencephalitic",1
Bromocriptine,Acromegaly,1
Bromocriptine,Parkinson Disease,1
Bromocriptine,Hyperprolactinemia,1
Rifapentine,"Tuberculosis, Pulmonary",1
Levetiracetam,Simple Partial Seizures,1
Levetiracetam,Epilepsy characterized by intractable complex partial seizures,1
Nadolol,Angina Pectoris,1
Nadolol,Hypertensive disease,1
Mitoxantrone,"Leukemia, Myelocytic, Acute",1
Mitoxantrone,Metastatic Prostate Carcinoma,1
Mitoxantrone,"Multiple Sclerosis, Relapsing-Remitting",1
Lomustine,Hodgkin Disease,1
Lomustine,Brain Neoplasms,1
Sparfloxacin,Mycoplasma pneumonia,1
Sparfloxacin,Haemophilus parainfluenzae pneumonia,1
Sparfloxacin,Moraxella catarrhalis pneumonia,1
Sparfloxacin,Pneumonia,1
Sparfloxacin,Haemophilus influenzae pneumonia,1
Sparfloxacin,Acute Moraxella catarrhalis bronchitis,1
Sparfloxacin,Chlamydial pneumonia,1
Dezocine,Pain,1
Levobunolol,Ocular Hypertension,1
Levobunolol,"Glaucoma, Open-Angle",1
Clarithromycin,Acute maxillary sinusitis,1
Clarithromycin,Staphylococcus aureus infection,1
Clarithromycin,Acute bacterial sinusitis,1
Clarithromycin,Infective otitis media,1
Clarithromycin,Pulmonary Mycobacterium avium complex infection,1
Clarithromycin,Helicobacter-associated gastritis,1
Clarithromycin,Chlamydial pneumonia,1
Clarithromycin,Acute otitis media,1
Clarithromycin,Mycoplasma pneumonia,1
Clarithromycin,"Pneumonia, Bacterial",1
Clarithromycin,Acute exacerbation of chronic bronchitis,1
Clarithromycin,Streptococcus pyogenes infection,1
Clarithromycin,Infection of skin AND/OR subcutaneous tissue,1
Clarithromycin,Moraxella catarrhalis pneumonia,1
Clarithromycin,Acute Moraxella catarrhalis bronchitis,1
Clarithromycin,Acute bacterial bronchitis,1
Clarithromycin,Streptococcal pneumonia,1
Clarithromycin,Streptococcal tonsillitis,1
Clarithromycin,Haemophilus influenzae pneumonia,1
Clarithromycin,Haemophilus parainfluenzae pneumonia,1
